0,40,54,33,0,8,25
0,40,54,33,0,8,26
0,37,54,33,0,8,72
1,20,0,13,0,8,51
1,20,46,33,0,8,82
2,20,0,15,0,8,51
2,20,46,33,0,8,82
3,36,9,2,0,8,4
3,36,0,22,0,9,43
3,36,0,22,1,9,44
3,15,0,22,0,4,46
3,15,9,2,0,1,28
3,15,22,32,0,1,28
3,15,22,32,0,8,4
3,15,0,22,0,1,42
3,18,0,22,0,4,46
3,18,0,22,0,1,43
3,18,0,22,1,1,44
3,18,9,2,0,1,28
3,18,0,22,0,1,42
3,12,9,2,0,7,28
3,35,13,38,0,8,33
3,35,13,38,0,8,9
3,35,13,38,0,8,24
3,35,13,38,0,8,23
3,7,9,2,0,1,4
3,29,0,22,0,8,42
4,19,0,24,0,8,41
4,13,10,14,0,8,4
5,0,24,16,0,1,4
5,0,28,37,1,1,0
5,0,29,37,0,1,0
5,2,34,30,1,2,70
5,2,54,19,0,2,28
5,3,0,26,0,0,64
5,8,25,38,0,5,15
5,8,31,38,0,5,83
5,8,14,38,0,8,71
5,8,14,38,0,8,17
5,8,14,38,0,8,8
5,8,14,38,0,8,18
5,8,14,38,0,8,32
5,8,3,37,0,8,0
5,8,25,38,0,5,15
5,8,31,38,0,5,83
5,8,14,38,1,1,19
5,8,14,38,1,1,20
5,8,14,38,1,1,21
5,8,14,38,1,1,22
5,8,3,37,1,1,0
5,8,14,38,1,1,17
5,8,14,38,1,1,8
5,8,14,38,1,1,18
5,8,14,38,1,1,32
5,8,14,38,1,1,71
5,8,3,37,1,1,0
5,8,60,0,0,1,28
5,8,60,0,0,6,47
5,4,0,26,0,2,63
5,4,0,26,0,2,65
5,4,21,37,1,1,0
5,1,21,37,1,1,0
5,6,59,1,1,1,4
5,6,58,17,0,2,28
5,6,8,25,0,1,28
5,6,0,26,1,1,49
5,6,0,26,1,1,62
5,6,0,26,0,1,52
5,6,15,19,0,1,4
5,6,8,25,1,1,4
6,42,41,39,0,2,60
6,17,13,38,0,2,10
6,17,41,39,0,2,60
7,11,0,27,0,1,66
7,14,0,27,0,1,96
7,14,40,24,0,1,57
7,30,45,29,0,8,4
7,30,45,29,0,1,28
7,31,25,38,0,5,13
7,31,18,38,0,5,83
7,31,2,4,0,8,4
7,31,48,3,0,1,4
7,31,25,38,0,5,16
7,31,49,38,0,5,83
7,31,25,38,0,5,13
7,31,18,38,0,5,83
7,32,25,38,0,5,13
7,32,18,38,0,5,83
7,32,17,10,0,8,4
7,32,48,9,0,1,4
7,32,25,38,0,5,16
7,32,49,38,0,5,83
7,32,25,38,0,5,13
7,32,18,38,0,5,83
7,33,25,38,0,5,13
7,33,18,38,0,5,83
7,33,17,12,0,8,4
7,33,48,9,0,1,4
7,33,25,38,0,5,16
7,33,49,38,0,5,83
7,33,25,38,0,5,13
7,33,18,38,0,5,83
7,41,25,38,0,5,13
7,41,18,38,0,5,83
7,41,17,11,0,8,4
8,43,0,28,0,2,75
8,43,23,23,0,2,74
8,43,5,38,0,2,3
8,43,38,38,0,5,11
8,43,5,38,0,5,95
8,34,33,18,0,6,48
8,5,54,6,0,8,76
8,5,54,6,0,8,77
8,5,54,6,0,8,78
8,5,54,6,0,8,80
8,5,54,6,0,8,81
8,5,54,6,0,8,88
8,5,54,6,0,8,91
8,5,54,6,0,8,101
9,24,54,33,0,8,36
9,24,54,33,0,3,38
9,24,43,33,0,2,35
9,24,54,33,0,8,37
9,24,54,33,0,8,39
9,24,54,33,0,8,40
9,16,1,33,1,8,27
9,16,7,33,1,8,73
9,16,1,33,1,8,35
9,16,1,33,1,8,38
9,16,7,33,0,8,38
9,16,1,33,1,8,37
9,16,7,33,0,8,37
9,16,1,33,1,8,40
9,16,7,33,0,8,40
9,16,1,33,1,8,39
9,16,7,33,0,8,39
9,22,43,6,0,8,106
9,22,53,6,0,8,29
9,22,53,6,0,8,59
9,22,25,38,0,5,14
9,22,30,38,0,5,83
9,22,25,38,1,8,89
9,22,27,7,1,8,67
9,22,53,6,1,8,90
9,22,25,38,0,8,109
9,22,27,7,0,8,108
9,22,53,6,0,8,55
9,22,43,6,0,8,59
9,22,43,6,0,6,1
9,22,42,6,1,8,30
9,22,53,6,1,8,97
9,22,42,6,0,8,107
9,22,53,6,0,8,56
9,27,0,36,0,5,85
9,27,25,38,0,5,12
9,27,6,21,0,5,84
9,27,25,38,0,8,105
9,27,6,21,0,8,104
9,27,52,20,0,8,45
9,25,16,6,0,2,102
9,25,50,6,0,2,54
9,38,53,33,1,8,39
9,38,55,34,0,8,106
9,38,53,33,0,8,31
9,38,53,33,1,8,35
9,38,53,33,1,8,68
9,38,53,33,1,8,37
9,38,53,33,1,8,38
9,38,51,38,0,5,14
9,38,30,38,0,5,103
9,38,44,33,0,1,2
9,38,51,38,0,1,99
9,38,4,35,0,1,98
9,38,11,37,0,1,0
9,38,53,33,1,8,40
9,38,0,36,1,8,93
9,38,36,35,1,8,61
9,38,32,33,0,8,5
9,38,36,35,0,8,92
9,38,0,36,0,8,94
9,38,37,35,0,8,61
9,38,57,33,0,8,6
9,38,37,35,0,8,110
9,39,20,6,0,8,28
9,39,19,33,0,8,38
9,10,54,33,0,2,69
9,10,54,33,0,2,36
9,9,35,31,0,7,28
9,28,0,36,0,8,79
9,28,12,5,0,8,58
9,44,47,8,0,2,59
9,44,0,36,0,2,100
9,44,47,8,0,2,50
9,23,0,36,0,2,87
9,23,56,35,0,2,86
9,23,26,38,0,2,7
9,23,26,38,0,2,34
9,23,39,33,0,8,40
9,26,54,33,0,8,36
9,26,54,33,0,8,38
9,26,0,36,0,8,53
9,26,54,33,0,8,37
9,26,54,33,0,8,39
9,26,54,33,0,8,40
9,21,46,33,0,2,38
